Class,rico:identifier,rico:hasRecordSetType,dcterms:title,dcterms:description,dcterms:dateInterv,dcterms:dateRaw,rico:hasCreatorRef,rico:hasCreatorNotRef,rico:hasReceiverRef,rico:hasReceiverNotRef,rico:hasPublisher,rico:isOrWasIncludedIn,rico:hasOrHadPhysicalLocation,crm:P44_has_condition,SOCIETES-DROP,INSTRUMENTS-DROP,DOC_ECRIT_DROP,rico:documents,dcterms:isVersionOf,rico:isDraftOf,rico:hasOrHadSubject,rico:hasDocumentaryFormType,rico:locationURI,rico:locationOS
rico:RecordSet,P1,Sous-série d'archives,,Égypte : Karnak,1882/1882,,,,,,,P1-P8,Salle de classe,,,,,,,,,,,
rico:Record,P1/1,,,Tombeau de Kaït-Bey,1882-02-07/1882-02-10,,,,,,,P1,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/8617830/ Mosquée funéraire du sultan Kâïtbâï,
rico:Record,P1/10,,,Ensemble de Karnak (3),1882-02-07/1882-02-10,,,,,,,P1,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/8259935/ Temples de Karnak,
rico:Record,P1/2,,,Avenue des sphinx Karnak,1882-02-07/1882-02-10,,,,,,,P1,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/8259935/ Temples de Karnak,
rico:Record,P1/3,,,Hiéroglyphes de Karnak,1882-02-07/1882-02-10,,,,,,,P1,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/8259935/ Temples de Karnak,
rico:Record,P1/4,,,Ensemble de Karnak,1882-02-07/1882-02-10,,,,,,,P1,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/8259935/ Temples de Karnak,
rico:Record,P1/5,,,Colonnade de Karnak,1882-02-07/1882-02-10,,,,,,,P1,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/8259935/ Temples de Karnak,
rico:Record,P1/6,,,Salle hypostyle de Karnak,1882-02-07/1882-02-10,,,,,,,P1,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/8259935/ Temples de Karnak,
rico:Record,P1/7,,,Entrée du temple de Karnak,1882-02-07/1882-02-10,,,,,,,P1,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/8259935/ Temples de Karnak,
rico:Record,P1/8,,,Ensemble de Karnak (2),1882-02-07/1882-02-10,,,,,,,P1,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/8259935/ Temples de Karnak,
rico:Record,P1/9,,,Pylône de Ptolémée Karnak,1882-02-07/1882-02-10,,,,,,,P1,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/8259935/ Temples de Karnak,
rico:RecordSet,P2,Sous-série d'archives,,"Égypte : Philae, Memnon, Bab el Molouk, Medinet Abou, Edfou, Kom Ombos",1882/1882,,,,,,,P1-P8,Salle de classe,,,,,,,,,,,
rico:Record,P2/1,,,temple de l’île de Philae,,1882-02-13,,,,,,P2,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/356859/ Philae,
rico:Record,P2/10,,,Temple d’Edfou (2),,1882-02-11,,,,,,P2,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/355842/ Temple d’Horus à Edfou,
rico:Record,P2/2,,,Colosse de Memnon,1882-02-07/1882-02-10,,,,,,,P2,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/352548/ Colosses de Memnon,
rico:Record,P2/3,,,Cour du temple Medinet Abou,1882-02-07/1882-02-10,,,,,,,P2,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/9073432/ Medinet Habu,
rico:Record,P2/4,,,Temple d’Edfou,,1882-02-11,,,,,,P2,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/355842/ Temple d’Horus à Edfou,
rico:Record,P2/5,,,Vallée de Bab el Molouk,1882-02-07/1882-02-10,,,,,,,P2,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/353494/ Vallée des Rois,
rico:Record,P2/6,,,Bab el Molouk,1882-02-07/1882-02-10,,,,,,,P2,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/353494/ Vallée des Rois,
rico:Record,P2/7,,,creusement de canal à Edfou,,1882-02-11,,,,,,P2,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/355635/ Edfou,
rico:Record,P2/8,,,Hiéroglyphes d’Edfou,,1882-02-11,,,,,,P2,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/355842/ Temple d’Horus à Edfou,
rico:Record,P2/9,,,Kom Ombos [Kôm Ombo],,1882-02-12,,,,,,P2,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/353802/ Kom Ombo,
rico:RecordSet,P3,Sous-série d'archives,,"Égypte : Assouan, île de Philae, île d’Éléphantine, le Nil",1882/1882,,,,,,,P1-P8,Salle de classe,,,,,,,,,,,
rico:Record,P3/1,,,Port d’Assouan,1882-02-12/1882-02-14,,,,,,,P3,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/359792/ Assouan,
rico:Record,P3/10,,,Cataractes du Nil (3),1882-02-12/1882-02-14,,,,,,,P3,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,,
rico:Record,P3/11,,,Pylone de l’île de Philae,,1882-02-13,,,,,,P3,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/356859/ Philae,
rico:Record,P3/12,,,Kiosque de Philae,,1882-02-13,,,,,,P3,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/356859/ Philae,
rico:Record,P3/2,,,Cataractes du Nil,1882-02-12/1882-02-14,,,,,,,P3,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,,
rico:Record,P3/3,,,Ile d’Éléphantine,,1882-02-14,,,,,,P3,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/359790/ Île d’Eléphantine,
rico:Record,P3/4,,,"Le Nil, vu de l’île de Philae",,1882-02-13,,,,,,P3,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/356859/ Philae,
rico:Record,P3/5,,,Le kiosque et l’île de Philae,,1882-02-13,,,,,,P3,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/356859/ Philae,
rico:Record,P3/6,,,Colonnade de l’île de Philae,,1882-02-13,,,,,,P3,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/356859/ Philae,
rico:Record,P3/7,,,Cataractes du Nil (2),1882-02-12/1882-02-14,,,,,,,P3,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,,
rico:Record,P3/8,,,Paysage près d’Assouan,1882-02-12/1882-02-14,,,,,,,P3,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/359792/ Assouan,
rico:Record,P3/9,,,Assouan vu du Nil,1882-02-12/1882-02-14,,,,,,,P3,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/359792/ Assouan,
rico:RecordSet,P4,Sous-série d'archives,,"Égypte, Montgolfier, Ardèche",1882/1882,,,,,,,P1-P8,Salle de classe,,,,,,,,,,,
rico:Record,P4/1,,,Ensemble de Louqsor [Louxor],1882-02-07/1882-02-10,,,,,,,P4,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,,
rico:Record,P4/2,,,Assouan vu du Nil (2),1882-02-12/1882-02-14,,,,,,,P4,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,,
rico:Record,P4/3,,,Colonnade de Karnak (2),1882-02-07/1882-02-10,,,,,,,P4,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/8259935/ Temples de Karnak,
rico:Record,P4/4,,,Mlle Félicie Seguin,,1882,,,,,,P4,,Gélatino-bromure ?,,,,,,,,Plaque de verre photographique,,
rico:Record,P4/5,,,Étienne de Montgolfier (portrait au crayon photographié),,1882,,,,,,P4,,Gélatino-bromure ?,,,,,,,,Plaque de verre photographique,,
rico:Record,P4/6,,,Joseph de Montgolfier (portrait au crayon photographié),,1882,,,,,,P4,,Gélatino-bromure ?,,,,,,,,Plaque de verre photographique,,
rico:Record,P4/7,,,Hôtes de Mme Seguin à Varagnes en 1889,,1882,,,,,,P4,,Gélatino-bromure ?,,,,,,,,Plaque de verre photographique,,3913
rico:Record,P4/8,,,Vue d’Ardèche,,1882,,,,,,P4,,Gélatino-bromure ?,,,,,,,,Plaque de verre photographique,,
rico:RecordSet,P5,Sous-série d'archives,,Liban : Baalbek,1882/1882,,,,,,,P1-P8,Salle de classe,,,,,,,,,,,
rico:Record,P5/1,,,Grande colonnes Baalbek,1882-03-03/1882-03-04,,,,,,,P5,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:Record,P5/10,,,Pierre cyclopéenne Baalbek,1882-03-03/1882-03-04,,,,,,,P5,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:Record,P5/11,,,Ensemble de Baalbek,1882-03-03/1882-03-04,,,,,,,P5,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:Record,P5/12,,,Temple circulaire de Baalbek,1882-03-03/1882-03-04,,,,,,,P5,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:Record,P5/2,,,Campement à Baalbek,1882-03-03/1882-03-04,,,,,,,P5,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:Record,P5/3,,,Chapiteaux Baalbek,1882-03-03/1882-03-04,,,,,,,P5,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:Record,P5/4,,,Intérieur du petit temple Baalbek,1882-03-03/1882-03-04,,,,,,,P5,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:Record,P5/5,,,Vue extérieure du petit temple Baalbek,1882-03-03/1882-03-04,,,,,,,P5,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:Record,P5/6,,,Extérieur du petit temple Baalbek,1882-03-03/1882-03-04,,,,,,,P5,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:Record,P5/7,,,Campement de Baalbek,1882-03-03/1882-03-04,,,,,,,P5,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:Record,P5/8,,,Vue extérieure Baalbek,1882-03-03/1882-03-04,,,,,,,P5,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:Record,P5/9,,,Colonnes petit temple Baalbek,1882-03-03/1882-03-04,,,,,,,P5,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:RecordSet,P6,Sous-série d'archives,,"Liban : Beyrouth, Baalbek, Zahlé. Égypte : Assouan",1882/1882,,,,,,,P1-P8,Salle de classe,,,,,,,,,,,
rico:Record,P6/1,,,Beyrouth,,,,,,,,P6,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/276781/ Beyrouth,
rico:Record,P6/10,,,Touristes à chameau,1882-02/1882-03,,,,,,,P6,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,,
rico:Record,P6/2,,,Colonnade de petit temple Baalbek,1882-03-03/1882-03-04,,,,,,,P6,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:Record,P6/3,,,M. Seguin [Augustin Seguin],,1882,,,,,,P6,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,,
rico:Record,P6/4,,,Ensemble petit temple Baalbek,1882-03-03/1882-03-04,,,,,,,P6,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:Record,P6/5,,,Extérieur du petit temple Baalbek (2),1882-03-03/1882-03-04,,,,,,,P6,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:Record,P6/6,,,Cour du temple de Baalbek,1882-03-03/1882-03-04,,,,,,,P6,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/277130/ Baalbek,
rico:Record,P6/7,,,Zahlé,,1882-03-02,,,,,,P6,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/266045/ Zahlé,
rico:Record,P6/8,,,M. Mahfoud à cheval,1882-02/1882-03,,,,,,,P6,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,,
rico:Record,P6/9,,,Types d’indigènes d’Assouan,1882-02-12/1882-02-14,,,,,,,P6,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/359792/ Assouan,
rico:RecordSet,P7,Sous-série d'archives,,"Liban : Zahlé, Nabatieh, Rachaya, vallée de l’Anti-Liban, Saint-Jean d’Acre. Syrie : Aïn al-Fijah",1882/1882,,,,,,,P1-P8,Salle de classe,,,,,,,,,,,
rico:Record,P7/1,,,Zahlé (2),,1882-03-02,,,,,,P7,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/266045/ Zahlé,
rico:Record,P7/2,,,Sources d’Aïn El-Figeh [Aïn al-Fijah],,1882-03-06,,,,,,P7,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/172232/ ‘Ayn al Fījah,
rico:Record,P7/3,,,Vallée d’Aïn El-Figeh [Aïn al-Fijah],,1882-03-06,,,,,,P7,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/172232/ ‘Ayn al Fījah,
rico:Record,P7/4,,,"Route de Damas, Liban",,1882-03-07,,,,,,P7,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,,
rico:Record,P7/5,,,Nabatyeh [Nabatieh],,1882-03-13,,,,,,P7,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/7870014/ Nabatieh,
rico:Record,P7/6,,,Rasheyya [Rachaya],,1882-03-11,,,,,,P7,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/268737/ Rachaya,
rico:Record,P7/7,,,Vallée de l’Anti-Liban,1882-03-06/1882-03-07,,,,,,,P7,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,,
rico:Record,P7/8,,,Aqueduc de Saint-Jean d’Acre,1882-03-15/1882-03-16,,,,,,,P7,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/295721/ Acre,
rico:RecordSet,P8,Sous-série d'archives,,"Jérusalem, Bethlehem, vallée du Jourdain",1882/1882,,,,,,,P1-P8,Salle de classe,,,,,,,,,,,
rico:Record,P8/1,,,Bethléhem,1882-03-22/1882-03-31,,,,,,,P8,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/284315/ Bethléem,
rico:Record,P8/10,,,Port Saïd,,1882-02-25,,,,,,P8,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/358619/ Port-Saïd,
rico:Record,P8/2,,,[Vallée de Josephat (Josaphat)],1882-03-22/1882-03-31,,,,,,,P8,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,,
rico:Record,P8/3,,,[Mosquée d’Omar],1882-03-22/1882-03-31,,,,,,,P8,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/281184/ Jérusalem,
rico:Record,P8/4,,,Un coin de Jérusalem,1882-03-22/1882-03-31,,,,,,,P8,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/281184/ Jérusalem,
rico:Record,P8/5,,,Mar Saba,1882-03-22/1882-03-31,,,,,,,P8,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/8074861/ Mar Saba,
rico:Record,P8/6,,,Nazareth,1882-03-17/1882-03-19,,,,,,,P8,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,https://sws.geonames.org/294098/ Nazareth,
rico:Record,P8/7,,,[Montagnes près de la mer morte ?],1882-03-22/1882-03-31,,,,,,,P8,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,,
rico:Record,P8/8,,,Rives du Jourdain,1882-03-22/1882-03-31,,,,,,,P8,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,,
rico:Record,P8/9,,,[Montagnes de l’ascension ?],1882-03-22/1882-03-31,,,,,,,P8,,Gélatino-bromure ?,,,,,,,4049,Plaque de verre photographique,,
