dcterms:identifier,rico:hasOrHadPhysicalLocation,bibo:authorListOS,bibo:authorListURI,bibo:authorListTXT,dcterms:title,bibo:edition ,bibo:issue,dcterms:createdRAW,dcterms:createdINT,dcterms:format,bibo:editor,bibo:numVolumes,dcterms:description
BIB01895,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Un Prêtre de La Congrégation de La Mission,Manuel des dames de la charité,,,1886,,"In-12, 484p. Broché","Imprimerie Pillet et Dumoulin, 5 rue des Grands-Augustins, Paris",,
BIB01896,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb12659627c Charles Sauvestre,,Les congrégations religieuses,,,1867,,"In-12, 354p. Broché","Achille Faure, libraire-éditeur, 18 rue Dauphine, Paris",,
BIB01897,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,H. Perreyve (abbé),Lettres de l’abbé H. Perreyve,,,1875,,"In-12, 470p. + catalogue : 32p. Broché","Ch. Douniol et Cie, éditeurs, Paris",,incomplet
BIB01898,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Trad. : Père Alleaure Père Thomas E Jésus,Souffrances de notre-seigneur Jésus-Christ. Tome premier,,,1865,,"In-12, 468p. Broché","librairie catholique de Perisse frères, nouvelle maison, Régis Ruffet et Cie, successeurs, Paris, 38 rue Saint-Sulpice, Bruxelles, 49 place sainte-Gudule, Lyon (ancienne maison) 49 ru Mercière",,
BIB01899,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Paray-le-Monial,Le pèlerinage du Sacré-Coeur en 1873. Histoire et documents,,,1873,,"In-12, 496p. Broché","Moulins, C. Desrosiers, imprimeur-éditeur, Paris, Albanel, libraire, 7 rue Honoré-Chevalier, Moulins",,
BIB01900,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,J. Brantome,Almanach-Plutarque des Pipelets. Biographie des plus illustres portiers de Paris,,,1864,,"In-16, 114p. Broché","Passard, libraire-éditeur, 7 rue des Grands-Augustins, Paris",,
BIB01901,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11896548c Victor Cherbuliez,,Paule Méré,3e édition,,1875,,"In-12, 352p. Broché","Librairie Hachette et Cie, 79 boulevard Saint-Germain, Paris",,
BIB01902,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb14317837p Victor Cherbuliez,,Paule Méré,3e édition,,1875,,"In-12, 352p. Broché","Librairie Hachette et Cie, 79 boulevard Saint-Germain, Paris",,
BIB01903,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,L. Laplace (abbé),"Vie de M. VIennois, curé fondateur de la paroisse de Saint-Joseph à Lyon",,,1893,,"In-12, 280p.. Broché","Librairie Générale Catholique et Classique, Em. Vitte, Directeur, imprimeur-libraire de l’Archevêché et des facultés catholiques, 3 place Bellecour et 30 rue de Condé, Lyon",,
BIB01904,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,,"Recueil complet des prophéties les plus authentiques. Passé, présent, futur",2e édition,,1871,,"In-12, 280p.. Broché","P. N. Josserand, libraire-éditeur, 3 place Bellecour, Lyon",,
BIB01905,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,P. Ch. Clair,Conseils du R.P. Olivaint aux jeunes gens,14e édition,,1889,,"In-12, 434p. Broché","Société générale de librairie catholique, Victor Palme, directeur général, 76 rue des Saints-Pères, Paris",,
BIB01906,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Père Chevrier,"Le père Chevrier, fondateur de la providence du Prado",,,1891,,"In-12, 362p. Broché","librairie Emmanuel Vitte, 3 place Bellecour, Lyon",,
BIB01907,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb15363990m Louis Desgrand,,De l’influence des religions sur le développement des peuples. Simple étude,,,1884,,"In-12, 274p. Broché","Librairie Plon, E. Plon, Nourrit et Cie, imprimeurs-éditeurs, 10 rue Garancière, Paris",,dédicace « hommage de l’auteur »
BIB01908,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,R. P. Mangeret,Mgr Bataillon et les missions de l’océanien centrale. Tome second,,,1884,,"In-12, 424p. Broché","Librairie Générale catholique et classique, Vitte, et Perrussel,, imprimeurs-éditeurs, 3 et 5 place Bellecour, Lyon",,
BIB01909,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Eugène Seguin (S.J.),Histoire du vénérable P. Claude de la Colombière,2e édition,,1880,,"In-12, 474p. + catalogue : 16p. Broché","Librairie Poussielgue Frères, 15 rue Cassette, Paris",,
BIB01910,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Un Légitimiste,Pourquoi nous ne voulons pas d’Henri V,,,1871-08,,"In-12, 88p. Broché","P. N. Josserand, libraire-éditeur, 3 place Bellecour, Lyon",,
BIB01911,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,François Moigno (abbé),Le retour à la foi par les splendeurs,,,1880,,"In-12, 338p.. Broché","Blériot frères, quai des Grands-Augustins, 55, Paris",,"dédicace : « Madame Ve Marc Segin née Augustine de Montgolfier
hommage de la plus respectueuse affection
l’auteur, l’abbé J. Moigno »"
BIB01912,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Dames de La Charité de St Vincent de Paul,Annales des dames de la Charité de St Vincent de Paul,,,1895,,"In-8, 340p. Broché","V. Lavallée, éditeur, 8 Chaussée d’Antin, Paris",,
BIB01913,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11906918v Léon Harmel,,Manuel de la corporation chrétienne,,,1876,,"In-8, 216p. Broché","Imprimere L. Grandmont-Donders, libraire, rue Vinave d’Ile, 22, Liège",,
BIB01914,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Virieu (marquis),Les origines chrétiennes de la Gaule méridionale. Légendes et traditions provençales,2e édition,,1883,,"In-8, 304p. Broché","J. -E. Albert, éditeur , 30 rue Condé (Lyon), Jules Vic, libraire, 11 rue Cassette, Paris",,
BIB01915,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,A. Sabatier de Castres (trad),"Contes de Boccace [n.d., nouv. ed., revue et corrigée]",,,,,"In-12, 504p. + catalogue : 36p. Broché","Garnier frères, libraires, 6 rue des Saints-Pères et palais-Royal, 215, Paris",,couv. manquante
BIB01916,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Jean-Baptiste Corbolin (abbé),Monographie de Marmagne au doyenné de Montbard,,,1881,,"In-8, 78p. Broché","imprimerie J. Marchand, rue Bassano, 12, Dijon",,
BIB01917,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,,[Etui à médaille],,,,,,,,
BIB01918,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11916260x Eugène de Mirecourt,,Guizot,,,1869,,"In-16, 72p. Broché","librairie des contemporains, 13 rue de Tournon, Paris",,
BIB01919,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Société Anonyme D’assurance Sur La Vie Caisse Générale des Familles,Réponse à la brochure de M. de Courcy : assurance et loterie,,,1875,,"In-12, 70p. Broché","imprimerie administrative de Paul Dupont, 41 rue Jean-Jacques-Rousseau, Paris",,
BIB01920,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11916260x Eugène de Mirecourt,,Vuillemessant,,,1867,,"In-16, 72p. Broché","chez Achille Faure, éditeur, 18 rue Dauphine, Paris",,
BIB01921,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,A. Assollant,Aventures merveilleuses mais authentiques du Capitaine Corcoran. Deuxième partie,,,1867,,"In-12, 328p. Broché","Librairie de L. Hachette et Cie, boulevard Saint-Germain, n°77, Paris",,couv. manquante
BIB01922,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,By The Author Of « that Husband Of Mine »,That wife of mine,,,1877,,"In-12, 228p. Broché","Lee and Shepard, publishers (NY), Charles T. DIllingham, New-York",,
BIB01923,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,http://ark.bnf.fr/ark:/12148/cb11926815z Rodolphe Topffer,,Rosa et Gertrude,,,1863,,"In-12, 356p. Broché","Librairie de L. Hachette et Cie, boulevard Saint-Germain, n°77, Paris",,Ex-libris « Augustin Seguin »
BIB01924,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Enfants de Marie,Règlement des enfants de Marie,,,,,"In-8, non paginé",s.e.,,Relié carton
BIB01925,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,Sivio Pellico,Le Mie pregioni di memorie,,,,,"In-12, 286p. Broché","Baudry, Paris",,incomplet
BIB01926,"Bibliothèque littéraire placards du bas, travée 7, étagère 8",,,,[Extrait de livre de cuisine],,,,,"In-12, p9 à 394 (lacunaire)",,,"Broché, endomagé"
BIB01927,"Bibliothèque littéraire placards du bas, travée 6, étagère 7",,,,Bulletin de la société générale d’éducation et d’enseignement,,"1872 : n°5 et 6 (sept.-nov.) + compte-rendu d’AG ; 
1873 : n°1 (janv. et fév.), n°3 et 4 (aout-oct.), n°5 et 6 (nov. et déc.) ; 
1874 : n°3 et 4 (mars-juin), n°6 (oct.-déc.) ; 
1875 : n°1 et 2 (janv.-avril)",,,In-8,"typographie Lahure, 9, rue des Fleurus, Paris",,Bimestrielle
BIB01928,"Bibliothèque littéraire placards du bas, travée 6, étagère 7",,,Ecole Libre des Sciences Politiques,Annales des sciences politiques,,"1902 (17e année) : n°5 (15 sept.) ; 
1903 (18e année) : n°4 (15 juillet) ; 
1904 (19e année) : n°4 (15 juillet)",,,In-8,"Félix Alcan, éditeur, Paris",,Bimestrielle
BIB01929,"Bibliothèque littéraire placards du bas, travée 6, étagère 7",,,Académie des Inscriptions et Belles Lettres,Académie des inscriptions et belles-lettres. Comptes rendu des séances de l’année …,,"1866 (tome 2) : janv.-fév., mars-avril, mai-juin, juillet-aout, sept.-oct., nov.-déc. ; 
1867 (tome 3) : janv.-fév., mai-juin, juillet-aout, sept.-oct., nov.-déc.",,,In-8,"Auguste Durand, libraire, Paris",,Mars et avril 1866 : mention manuscrite en 1e de coup. : « incomplet »
BIB01930,"Bibliothèque littéraire placards du bas, travée 6, étagère 7",,,,Revue gauloise,,"1866 : tome 2e : n°2 (5 aout), n°3 (20 aout), n°4 (5 sept., 3 ex.), n°5 (20 sept.), n°8 (5 nov.)",,,In-8,"Louis Hervé, éditeur, Paris",,Bimensuel (5 et 20 du mois)
BIB01931,"Bibliothèque littéraire placards du bas, travée 6, étagère 7",,http://ark.bnf.fr/ark:/12148/cb11926433s Augustin Thierry,,Récit des temps mérovingiens,,,,,"In-8, 240p.","Eugène Ardant et Cie, éditeurs, Limoges",,"Reliure pleine toile verte, décor doré de l’Institution Gros Montlhéry S. et O. ; étiquette de l’institution au contre-plat"
BIB01932,"Bibliothèque littéraire placards du bas, travée 6, étagère 7",,,Johann-Riudolf . Wyss,"La famille naufragée, suite du Robinson suisse",,,1870,,"In-8, 212p.","Eugène Ardant et Cie, éditeurs, Limoges",,"Reliure pleine toile violette, décor doré de l’Institution Gros Montlhéry S. et O. ; étiquette de l’institution au contre-plat"
BIB01933,"Bibliothèque littéraire placards du bas, travée 6, étagère 7",,,E. Dubois,La famille des Stuart,,,1874,,"In-8, 384p.","Megard et cie, Rouen",,"Reliure pleine toile rouge, décor doré de l’Institution Gros Montlhéry S. et O. ; étiquette de l’institution au contre-plat"
BIB01934,"Bibliothèque littéraire placards du bas, travée 6, étagère 7",,,Bourret (abbé),De la transformation des diverses branches du droit par le christianisme,,,1867,,"In-8, 12p. Broché","Imp. Beau, rue de l’Orangerie, Versailles",,1e de coup : mention manuscrite « Monsieur Seguin Ainé » et « respectueux …. S.» + signature
BIB01935,"Bibliothèque littéraire placards du bas, travée 6, étagère 7",,,Louis Saint-Cyr (père),Notice sur la Mission du Maduré,,,1864,,"In-12, 72p. Broché","Typographie te lithographie M.-P. Marchessou, Le Puy-en-Velais",,
BIB01936,"Bibliothèque littéraire placards du bas, travée 6, étagère 7",,,Société de Gens de Lettres,Biographie nationale des contemporains,,,1875,,"In-4, 2 vol., 730p. Broché","Glaeser, éditeurs, Paris",,
BIB01937,"Bibliothèque littéraire placards du bas, travée 6, étagère 7",,,,[Lot de 12 cartes postales vierges],,,,,,,,
BIB01938,"Bibliothèque littéraire placards du bas, travée 6, étagère 7",,,Marie-France Delorme;Henri Delorme;E. Feltey,[deux cartes de vœux],,,1876,,,,,
BIB01939,"Bibliothèque littéraire placards du bas, travée 6, étagère 7",,,,[Brochure de décès d’Augustin Seguin],,,1904,,"In-18, 2p.",,,
BIB01940,"Bibliothèque littéraire placards du bas, travée 6, étagère 7",,,,[Lot de 17 images pieuses],,,,,,,,
BIB01941,"Bibliothèque littéraire placards du bas, travée 6, étagère 7",,,,[2 images de femmes],,,,,,,,
BIB01942,"Bibliothèque littéraire placards du bas, travée 6, étagère 8",,,,Le Correspondant,,"1870 : tome 45e (81e de la co.) : 5e liv. (10 mars), 6e liv. (25 mars) ; t. 46e (82e de la co.) : 4e liv. (25 mai), 5e liv. (10 juin), ;
1871 : t. 47e (83e de la coll.) : 6e liv. (25 juin) ; t. 48e (84e de la co.) : 5e liv. (10 sept.), 6e liv. (25 sept.) ; t. 49e (85e de la co.) : 1e liv. (10 oct.), 2e liv. (25 oct.), 3e liv. (10 nov.), 4e liv. (25 nov. ), 5e liv. (10 déc.), 6e liv. (25 déc.) ;
1872 : t. 50e (86e de la co.) : 1e liv. (10 janv.), 2e liv. (25 janv.), 4e liv. (25 fév.), 3e liv. (10 fév. ), 5e liv. (10 mars), 6e liv. (25 mars) ; t. 51e (87e de la co.) : 1e liv. (10 avril), 2e liv. (25 avril), 3e liv. (10 mai, 4e liv. (25 mai), 5e liv. (10 juin), 6e liv. (25 juin) ; t. 52e (88e de la co.) : 1e liv. (10 juill.), 2e liv. (25 juill.), 3e liv. (10 aout), 4e liv. (25 aout), 6e liv. (25 sept. ; t. 53e (89e de la co.) : 2e liv. (25 oct.), 
1873 : t. 54e (90e de la co.) : 1e liv. (10 janv.), 2e liv. (25 janv.), 3e liv. (10 fév.), 4e liv. (25 fév. ), 5e liv. (10 mars), 6e liv. (25 mars) ; t. 55e (91e de la co.) : 1e liv. (10 avril), 2e liv. (25 avril), 3e liv. (10 mai), 4e liv. (25 mai), 5e liv. (10 juin), 6e liv. (25 juin) ; t. 56e (92e de la co.) : 1e liv. (10 juillet), 2e liv. (25 juillet), 3e liv. (10 aout), 4e liv. (25 aout), 5e liv. (10 sept.), 6e liv. (25 sept.) ; t. 57e (93e de la co.) : 1e liv. (10 oct.), 2e liv. (25 oct.), 3e liv. (10 nov.), 4e liv. (25 nov.), 5e liv. (10 déc.), 6e liv. (25 déc.) ;
1874 : t. 58e (94e de la co.) : 1e liv. (10 janv.), 2e liv. (25 janv.), 3e liv. (10 fév.), 4e liv. (25 fév.), 5e liv. (10 mars), 6e liv. (25 mars) ; t. 59e (95e de la co.) : 2e liv. (25 avril), 3e liv. (10 mai), 4e liv. (25 mai), 5e liv. (10 juin), 6e liv. (25 juin) ; t. 60e (96e de la co.) : 1e liv. (10 juillet), 2e liv. (25 juillet) ; t. 61e (97e de la co.) : 5e liv. (10 déc. ), 6e liv. (25 déc.) ;
1875 : t. 62e (98e de la co.) : 1e liv. (10 janv.), 2e liv. (25 janv.), 3e liv. (10 fév.), 4e liv. (25 fév.), 5e liv. (10 mars), 6e liv. (25 mars) ; t. 63e (99e de la co.) : 1e liv. (10 avril), 2e liv. (25 avril), 3e liv. (10 mai), 4e liv. (25 mai), 5e liv. (10 juin), 6e liv. (25 juin) ; 
1879 : t. 81e (117e de la co.) : 1e liv. (10 oct.), 2e liv. (25 oct.), 3e liv. (10 nov.), 4e liv. (25 nov.), 5e liv. (10 déc.), 6e liv. (25 déc.) ;
1880 : t. 82e (118e de la co.) : 1e liv. (10 janv.), 2e liv. (25 janv.), 3e liv. (10 fév.), 4e liv. (25 fév.), 5e liv. (10 mars), 6e liv. (25 mars) ; t. 83e (119e de la co.) : 1e liv. (10 avril), 2e liv. (25 avril), 3e liv. (10 mai), 4e liv. (25 mai), 5e liv. (10 juin), 6e liv. (25 juin) ; t. 84e (120e de la co.) : 1e liv. (10 juillet), 2e liv. (25 juillet), 3e liv. (10 aout), 4e liv. (25 aout), 5e liv. (10 sept.), 6e liv. (25 sept.) ; t. 85e (121e de la co.) : 1e liv. (10 oct.), 2e liv. (25 oct.), 3e liv. (10 nov.), 4e liv. (25 nov.), 5e liv. (10 déc.), 6e liv. (25 déc.) ;
1881 : t. 86e (122e de la co.) : 1e liv. (10 janv.), 2e liv. (25 janv.), 3e liv. (10 fév.), 4e liv. (25 fév.), 5e liv. (10 mars ), 6e liv. (25 mars) ; t. 87e (123e de la co.) : 1e liv. (10 avril), 2e liv. (25 avril), 3e liv. (10 mai), 4e liv. (25 mai), 5e liv. (10 juin), 6e liv. (25 juin) ; t. 88e (124 de la co.) : 1e liv. (10 juillet), 2e liv. (25 juillet), 3e liv. (10 aout), 4e liv. (25 aout), 5e liv. (10 sept.), 6e liv. (25 sept.) ; t. 89e (125e de la co.) : 1e liv. (10 oct.), 5e liv. (10 déc.) ;
1882 : t. 90e (126e de la co.) : 1e liv. (10 janv.), 2e liv. (25 janv.), 3e liv. (10 fév.), 4e liv. (25 fév.), 6e liv. (25 mars) ; t. 91e (127e de la co.) : 1e liv. (10 avril), 2e liv. (25 avril), 3e liv. (10 mai), 5e liv. (10 juin), 6e liv. (25 juin) ;
1896 (68e an.) : 10 juillet, 25 juillet, 10 aout, 10 nov., 25 nov., 10 déc., 25 déc. ;
1897 (69e an.) : 10 janv., 25 janv, 10 fév., 25 fév., 10 mars, 25 mars, 10 avril, 25 avril, 10 mai",,,In-8,"Le Correspondant, Paris",,Bimensuel (10 et 25 du mois)
BIB01943,"Bibliothèque littéraire placards du bas, travée 6, étagère 8",,,J.-M.-F. Bonnet,Lettre pastorale et mandement de Monseigneur l’évêque de Viviers,,"1876 : 25 juillet
1877 : n°6, n°9 ; 
1878 : n°13, n°17 ; 
1879 : n°20, n°22 ; 
1882 : n°41, n°42, n°43 ; 
1883 : n°46, n°48, n°49, n°50 ;
1884 : n°51, n°52, n°53, n°54, n°55, n°56, n°58 ;
1885 : n°59, n°60, n°61 ;
1886 : n°64, n°67, n°70 ;
1887 : n°71, n°72, n°73, n°74, n°75, n°78 ;
1888 : n°79, n°82, n°83, n°84, n°85 ;
1889 : n°89, n°91 ;
1890 : n°94, n°95, n°97 ;
1891 : n°99, n°100, n°102 ;
1892 : n°103, n°104 ;
1893 : n°105 ;
1894 : n°108, n°110 ;
1895 : n°111, n°113, n°114, n°115;
1896 : n°116, n°117, n°118 ;
1897 : n°119, n°120 ;
1898 : n°121 ;
1899 : n°123 ;
1900 : n°127 ;
1901 : n°131",,,In-4,"imprimerie & lithographie Bourron, Montélimar",,
BIB01944,"Bibliothèque littéraire placards du bas, travée 6, étagère 8",,,Evêque de Fréjus et Toulon,Lettre pastorale de Monseigneur l’évêque de Fréjus et Toulon,,,1876,,In-4,"Imprimerie P. Prière, Carpentras",,
BIB01945,"Bibliothèque littéraire placards du bas, travée 6, étagère 8",,,La Jeune Mère,"La jeune mère, l’éducation du premier âge",,1ère année : n°1 (nov. 1873),,,In-4,"P. N. Josserand, libraire-éditeur, Lyon",,Mensuel
